Record Number,Amount Requested,Interest Rate Percentage,Loan Length in Months,Loan Title,Loan Purpose,Monthly PAYMENT,Total Amount Funded,Debt-To-Income Ratio Percentage,FICO Range,Status
1017,17500,14.96,60,debt consolidation,debt_consolidation,415.96,17500,16.6,700-704,0
1018,5000,11.86,36,Personal Loan,debt_consolidation,165.74,5000,7.02,665-669,0
1019,25000,17.56,36,JP Livonia,home_improvement,898.31,25000,14,705-709,0
1020,6600,7.49,36,Debt Consolidation for Top Rated PM,debt_consolidation,205.28,6600,19.55,730-734,1
1021,25000,15.21,60,Mastercard Payment,credit_card,394.96,16525,10.53,735-739,0
1022,25000,14.79,60,Repayment,credit_card,592,25000,16.84,735-739,1
1023,3000,12.84,36,Move from Atlanta to Los Angeles,moving,100.86,3000,4.89,685-689,0
1024,9600,10.75,60,Personal Loan,debt_consolidation,207.54,9600,10.06,735-739,0
1025,14000,17.49,60,Debt Consolidation Help,debt_consolidation,351.64,14000,5.93,710-714,0
1026,35000,22.35,60,debt consolidation,debt_consolidation,973.64,35000,18.41,665-669,0
1027,10000,14.11,36,debt consolidation,debt_consolidation,342.29,10000,21.32,680-684,0
1028,3000,12.68,36,Credit Card,credit_card,100.63,3000,3.05,690-694,0
1029,5000,12.12,36,Debt consolidation,debt_consolidation,166.36,5000,14.92,680-684,1
1030,21000,16.89,60,Legal,other,520.67,21000,20.47,705-709,0
1031,13500,19.69,60,Debt Consolidation Loan,debt_consolidation,355.35,13500,15.08,665-669,0
1032,7000,6.17,60,MOTORCYCLE,major_purchase,102.89,5300,19,750-754,1
1033,15000,18.25,36, business cash,small_business,544.17,15000,19.66,670-674,1
1034,6000,15.23,60,Debt,debt_consolidation,143.47,6000,9.2,690-694,0
1035,5000,14.42,36,Need very very short term loan ,small_business,171.92,5000,1.96,695-699,0
1036,16000,15.31,36,1 cent,debt_consolidation,557.05,16000,20.64,675-679,0
1037,15000,13.16,36,High Interest Credit Card Consolidation,debt_consolidation,506.56,15000,6.52,690-694,1
1038,8000,7.29,36,Personal CC,credit_card,248.08,8000,14.1,730-734,1
1039,6000,10.25,36,Simple Credit Consolidation,debt_consolidation,194.31,6000,16.33,710-714,1
1040,20000,10.99,36,Debt Consolidation-GoodCreditAndIncome,debt_consolidation,654.71,20000,21.02,725-729,0
1041,6500,9.63,36,Debt Consolidation,debt_consolidation,208.61,6500,11.03,715-719,1
1042,2200,15.23,36,Debt Conso,debt_consolidation,76.52,2200,16.2,675-679,1
1043,20000,12.73,36,720 + Debt Consolidation Loan,credit_card,671.33,20000,12.41,720-724,1
1044,9000,6.54,36,Expenses,major_purchase,172.51,5625,24.28,725-729,1
1045,6000,13.11,36,Debt consolidation,debt_consolidation,202.49,6000,30,670-674,1
1046,3000,9.63,36,car and personal loan,car,96.29,3000,5.36,740-744,1
1047,12000,14.27,60,Debt b gone,debt_consolidation,280.91,12000,7.26,705-709,0
1048,7500,15.99,36,bill pay offs,debt_consolidation,263.65,7500,22.49,665-669,0
1049,20200,14.74,36,Debt Consolidation,debt_consolidation,697.65,20200,10.19,690-694,1
1050,15000,15.33,36,I hate the IRS :),debt_consolidation,522.41,15000,8.93,670-674,0
1051,12000,11.14,36,ColaborativeCollectionReduction,debt_consolidation,393.65,12000,23.2,770-774,0
1052,7325,17.8,60,marcus,debt_consolidation,185.22,7325,20.37,680-684,0
1053,15000,7.9,36,Pay off Debt,debt_consolidation,469.36,15000,12.72,765-769,1
1054,6825,8.32,36,Install Energy Efficient Windows,home_improvement,149.55,4750,5.49,745-749,0
1055,12000,10.38,36,rocthis,medical,389.36,12000,18.28,720-724,1
1056,17000,15.81,36,consolidation,debt_consolidation,596.08,17000,17.01,685-689,0
1057,24250,16.69,60,heather's getting back on track loan,debt_consolidation,598.65,24250,11.47,700-704,1
1058,20000,16.69,60,consolidation,debt_consolidation,493.73,20000,20.16,690-694,1
1059,15000,19.41,60, Debt Consolidation Loan,debt_consolidation,392.51,15000,16.3,660-664,0
1060,18000,7.51,36,Roofing Loan,home_improvement,560,18000,14.46,770-774,1
1061,10625,8.49,36,Debt Consolidation Loan,debt_consolidation,335.36,10625,16.98,735-739,0
1062,20000,13.98,60,Marriage Loan,other,325.62,14000,4.67,715-719,1
1063,11200,16.45,60,Consolidation,other,196.47,8000,24.41,680-684,0
1064,8000,12.99,36,Debt consolidation Loan,debt_consolidation,269.52,8000,15.43,685-689,1
1065,10000,8.07,36,Car Loan,car,313.67,10000,0.72,785-789,1
1066,35000,22.74,60,consolidation ,debt_consolidation,981.45,35000,16.94,670-674,1
1067,16000,16.82,60,Debt Consolidation,debt_consolidation,396.1,16000,22.56,675-679,0
1068,4000,12.36,36,Card loan,debt_consolidation,133.55,4000,9.48,660-664,1
1069,3000,9.32,36,Debt management,debt_consolidation,95.85,3000,6.9,725-729,1
1070,7000,10.99,36,Debt Consolidation,debt_consolidation,229.14,7000,6.2,695-699,0
1071,6000,11.46,36,Help me beat the Credit Card Companies,credit_card,197.75,6000,13.73,690-694,0
1072,25000,20.16,36,Urban Transportation,small_business,931.09,25000,8.04,665-669,0
1073,12000,10.74,36,Vacation & Bday Loan,small_business,391.39,12000,18.24,705-709,1
1074,5000,8.59,36,Jewel's loan,debt_consolidation,158.06,5000,9.04,755-759,0
1075,7500,14.75,36,business expansion,major_purchase,259.08,7500,20.4,660-664,1
1076,7500,13.16,36,Help us helping people in foreclosure!,small_business,253.28,7500,21.5,700-704,0
1077,14000,14.42,36,Paying off credit cards,credit_card,481.36,14000,13.75,685-689,0
1078,15000,13.99,36,consolidation,credit_card,512.6,15000,14.46,690-694,1
1079,7000,7.51,36,BILLS,debt_consolidation,217.78,7000,21.27,735-739,0
1080,1500,13.48,36,randy's loan,other,50.89,1500,0.63,690-694,0
1081,12000,9.63,36,Need to downsize,car,385.14,12000,15,750-754,0
1082,22000,7.88,36,Consolidation,debt_consolidation,688.19,22000,14.08,790-794,1
1083,18000,10.25,36,Destroy Credit Cards,credit_card,582.93,18000,6.85,755-759,0
1084,10000,14.22,36,A Win-Win Loan,home_improvement,342.85,10000,8.65,705-709,1
1085,10000,7.88,36,Payoff Loan,debt_consolidation,312.82,10000,9.37,745-749,1
1086,10000,8.88,60,Bill Pay Off,debt_consolidation,207.01,10000,15.69,770-774,0
1087,11000,12.18,36,Purpose is to pay federal income taxes,other,366.3,11000,9.38,705-709,1
1088,12000,11.71,36,Debt Consolidation,debt_consolidation,396.92,12000,20.08,705-709,1
1089,12000,7.14,36,CCloan,debt_consolidation,371.3,12000,16.2,770-774,0
1090,10000,14.59,36,freestyle,credit_card,344.65,10000,21.48,685-689,0
1091,6400,13.48,36,Debts,vacation,217.13,6400,8.11,690-694,1
1092,10000,7.49,36,Lower my Interest,credit_card,311.02,10000,9.91,750-754,1
1093,5000,15.58,36,Life-Saver Loan,debt_consolidation,174.76,5000,13.68,660-664,0
1094,5000,17.99,36,bike,major_purchase,180.74,5000,0.4,670-674,0
1095,3700,7.74,36,dependable & dedicated,other,115.51,3700,22.99,740-744,1
1096,4000,7.88,36,family vacation,vacation,125.13,4000,1.46,750-754,1
1097,18000,7.88,36,John and Deanna's Wedding Loan,wedding,563.06,18000,14.72,745-749,1
1098,9000,7.14,36,Debt Consolidation,debt_consolidation,278.48,9000,10.44,765-769,1
1099,8000,14.26,36,Business Loan for a floral shop,small_business,274.45,8000,21.88,735-739,0
1100,9800,13.11,36,debt free,debt_consolidation,330.7,9800,8.25,685-689,0
1101,9000,11.34,36,Credit Card Consolidation,credit_card,296.1,9000,11.68,680-684,0
1102,4750,14.96,36,Help needed please!,other,164.57,4750,22.36,660-664,0
1103,2800,8,36,Debt Repayment,debt_consolidation,87.75,2800,2.43,745-749,1
1104,12500,15.31,36,PERSONAL LOAN,debt_consolidation,435.22,12500,20.95,680-684,1
1105,5000,14.96,36,Person Loan,debt_consolidation,173.23,5000,13.68,690-694,0
1106,6000,8,36,Home Equity Payoff for Refinance,debt_consolidation,188.02,6000,6.44,750-754,1
1107,2000,6.03,36,Business Growth,small_business,60.88,2000,3.42,755-759,1
1108,5000,11.48,36,Make it a Merrier Christmas,debt_consolidation,164.85,5000,8.67,710-714,0
1109,35000,10.99,60,Credit card considlation / new furnace,debt_consolidation,509.75,23450,9.82,785-789,1
1110,1500,11.48,36,Personal Loan,other,49.46,1500,7.07,735-739,0
1111,24000,18.72,36,Personal,debt_consolidation,876.36,24000,19.8,665-669,0
1112,15000,11.72,36,personal loan,debt_consolidation,496.22,15000,2.42,680-684,1
1113,6500,10.74,36,Debt Consolidation,debt_consolidation,212.01,6500,6.8,695-699,1
1114,4000,10.99,36,Taxes,other,130.95,4000,24.67,695-699,1
1115,15000,6.54,36,Card payoff,debt_consolidation,460.01,15000,9.47,750-754,1
1116,10800,7.51,36,Pool,home_improvement,336,10800,17.06,740-744,0
1117,4900,10.28,36,Personal Loan,other,158.76,4900,15.3,690-694,0
1118,6000,10.59,36,bill consilidation,debt_consolidation,195.27,6000,5.06,715-719,1
1119,9200,8.94,36,Consolidating Debts,debt_consolidation,292.3,9200,18.17,735-739,1
1120,8000,15.31,36,Need to get out of inlaws house,debt_consolidation,278.53,8000,0.49,675-679,0
1121,5000,5.79,36,Debt,debt_consolidation,105.39,3475,6.06,745-749,1
1122,5000,10.08,36,Prosperity,debt_consolidation,161.53,5000,12.71,730-734,1
1123,3750,13.85,36,Phoenix,other,127.89,3750,20.16,665-669,1
1124,20000,16.49,60,Blue House,home_improvement,491.59,20000,16.52,710-714,0
1125,25000,11.83,36,Wife's Remaining College Tuition,educational,828.35,25000,4.87,765-769,1
1126,7500,9.45,36,I want to comeback to School (UCLA),educational,240.08,7500,1.57,720-724,0
1127,12250,8.94,36,Monkey off my back,debt_consolidation,389.21,12250,12.6,750-754,1
1128,12000,16.32,60,vacation,major_purchase,293.87,12000,9.74,680-684,0
1129,13000,8.94,36,Excellent Credit,debt_consolidation,413.03,13000,8.77,745-749,1
1130,3200,15.28,36,relocation,other,111.37,3200,3.79,685-689,0
1131,24575,20.89,60,Pay off loan,debt_consolidation,663.32,24575,22.99,680-684,0
1132,5000,12.73,36,MySonSchool,other,167.84,5000,8.12,690-694,0
1133,15000,12.73,36,Pay Offf Credit Cards,debt_consolidation,503.5,15000,18.96,700-704,0
1134,5000,10.38,36,Home Improvement,home_improvement,162.23,5000,10.81,725-729,1
1135,6000,12.21,36,nursing program,other,199.89,6000,6.27,685-689,0
1136,15000,11.14,36,HELP,major_purchase,492.06,15000,9.35,765-769,0
1137,3000,11.49,36,Debt,debt_consolidation,98.92,3000,1.46,715-719,1
1138,5425,14.54,36,Business Loan ,small_business,186.84,5425,17.46,665-669,0
1139,13000,8.9,36,Porch,home_improvement,412.8,13000,14.21,735-739,1
1140,10000,12.99,36,debt free,other,336.9,10000,23.43,670-674,0
1141,2200,15.27,36,Truck repair,debt_consolidation,76.56,2200,5.47,680-684,0
1142,5500,21.28,60,MY LOAN,debt_consolidation,149.67,5500,18.87,660-664,0
1143,11200,17.93,60,Paying it all off,debt_consolidation,283.99,11200,9.47,660-664,0
1144,6000,12.87,36,Consolidate Loan,debt_consolidation,201.8,6000,3.45,695-699,1
1145,7500,6.54,36,Small Business Loan,small_business,230.01,7500,9.66,745-749,1
1146,5000,12.87,36,Education Courses Loan,other,168.17,5000,3,710-714,1
1147,13000,9.91,36,Pay it off FINALLY!,debt_consolidation,418.93,13000,23.71,730-734,0
1148,28000,15.31,60,Consolidation loan,debt_consolidation,670.69,28000,16.78,725-729,1
1149,4000,12.42,36,Credit Consolidation,credit_card,133.67,4000,19.64,690-694,1
1150,15700,19.42,60,Credit Card Consolidation,debt_consolidation,258.46,9875,9.12,670-674,0
1151,6500,12.23,60,Personal Loan,debt_consolidation,145.35,6500,18.99,690-694,0
1152,7800,15.99,36,Debt Consolidation,debt_consolidation,274.19,7800,7.48,670-674,1
1153,2800,14.96,36,Business,small_business,97.01,2800,20.95,710-714,1
1154,7000,10.08,36,business,other,122.76,3800,21.54,740-744,1
1155,2050,13.49,36,pool,debt_consolidation,69.56,2050,22.84,705-709,0
1156,4800,15.23,36,Home Improvement Loan,house,166.94,4800,2.08,695-699,0
1157,10000,6.92,36,Debt Consolidation Loan,debt_consolidation,308.41,10000,10.54,760-764,1
1158,4750,13.61,60,Personal Loan,debt_consolidation,109.57,4750,24.7,690-694,0
1159,7200,12.69,36,Bill Pay off,other,241.53,7200,20.19,680-684,0
1160,9000,15.37,36,personal,vacation,313.62,9000,6.27,710-714,1
1161,7000,8.63,36,Credit Cards,debt_consolidation,221.4,7000,2.74,725-729,1
1162,12000,14.65,36,Debt Consolidation Loan,debt_consolidation,413.94,12000,16.56,675-679,1
1163,12000,7.51,36,Furnishing our House for 3rd Anniversary,major_purchase,373.33,12000,8.39,755-759,1
1164,16000,13.23,36,Debt Consolidation/Pay Credit Cards,debt_consolidation,540.88,16000,1.07,710-714,1
1165,20000,14.91,60,Credit Refinance,credit_card,474.86,20000,10.14,745-749,1
1166,33000,17.99,60,Debt con last,debt_consolidation,837.81,33000,21.88,720-724,0
1167,6800,12.53,36,HOME IMPROVEMENT PROJECT ,home_improvement,227.58,6800,4.1,745-749,0
1168,4000,14.42,36,Helping a relative,moving,137.54,4000,8.26,695-699,1
1169,10000,14.11,36,paying down credit card balance,debt_consolidation,313.2,9150,24.34,690-694,0
1170,7200,7.51,36,Debt Free Family,debt_consolidation,224,7200,13.77,765-769,1
1171,9300,7.51,36,Wedding Loan,wedding,289.34,9300,24.51,735-739,0
1172,8000,13.72,36,consolidation,debt_consolidation,272.34,8000,6.75,665-669,1
1173,6000,6.76,36,RC51,major_purchase,184.61,6000,5.32,800-804,1
1174,10000,7.51,36,First home repairs,home_improvement,311.11,10000,5.04,785-789,1
1175,12000,11.99,36,Aircraft Partnership Loan,major_purchase,398.52,12000,1.31,740-744,1
1176,5000,13.06,36,Debt,debt_consolidation,168.62,5000,21.56,680-684,0
1177,2500,7.29,36,Amex,debt_consolidation,77.53,2500,15.95,720-724,0
1178,15000,9.88,36,manage my debt,debt_consolidation,483.16,15000,21.07,750-754,1
1179,20000,16.77,60,Small Business Loan,small_business,494.59,20000,9.65,710-714,0
1180,3000,13.98,36,Loan 1,debt_consolidation,102.51,3000,16.51,670-674,0
1181,8000,14.27,36,My Helpful loan,other,274.48,8000,3.37,680-684,0
1182,9325,15.81,36,Debt Consolidation Loan,debt_consolidation,326.97,9325,16.42,670-674,0
1183,13350,9.76,36,Waterline,home_improvement,429.27,13350,21.89,705-709,0
1184,19000,17.27,36,Credit Cards,credit_card,679.96,19000,21.38,675-679,1
1185,2650,15.28,60,Motorcycle,car,63.44,2650,18.14,675-679,1
1186,8000,15.21,60,CC,debt_consolidation,191.21,8000,21.69,685-689,1
1187,15600,10.71,36,SIMPLIFY THINGS,debt_consolidation,508.59,15600,14.58,715-719,0
1188,24000,20.5,36,conslidation,debt_consolidation,898.06,24000,21.47,660-664,0
1189,15600,17.49,60,Personal Loan,debt_consolidation,391.83,15600,15,680-684,0
1190,2500,14.27,36,Money,debt_consolidation,85.78,2500,10.33,670-674,1
1191,20000,12.69,60,Small Business Loan,small_business,451.9,20000,4.9,735-739,0
1192,4475,9.99,36,Completion Package,small_business,144.38,4475,10.86,700-704,1
1193,9000,5.79,36,repairs & dental,home_improvement,272.95,9000,1.91,810-814,1
1194,2500,12.84,36,Property Downpayment Help,house,84.05,2500,17.17,690-694,0
1195,14400,10.74,36,Credit Consolidation,debt_consolidation,469.67,14400,12.2,720-724,1
1196,35000,13.99,60,personal loan,other,814.21,35000,9.14,755-759,0
1197,2500,17.04,36,$2500 to fund project and pay bills,small_business,89.19,2500,13.66,690-694,1
1198,3000,5.99,36,2008 f-250,car,91.26,3000,18.29,750-754,1
1199,4000,7.9,36,Med Expense,medical,125.17,4000,9.13,710-714,1
1200,14000,9.99,36,APR reduction loan,debt_consolidation,451.68,14000,12.46,705-709,1
1201,18000,11.58,36,Help me win a $500k NASA competition,small_business,594.25,18000,16.78,725-729,0
1202,22250,11.11,36,Joel Home Improvement,small_business,729.6,22250,6.14,745-749,1
1203,3000,11.89,36,Consolidate Debt & StartUp Business,debt_consolidation,99.5,3000,19.06,705-709,0
1204,15000,10.2,36,Great running business,small_business,485.42,15000,7.93,745-749,0
1205,8000,13.49,36,Debt Consolidation,debt_consolidation,271.45,8000,14.92,690-694,0
1206,15000,15.68,36,Personal and Family Loan,other,525.03,15000,2.68,680-684,1
1207,4000,11.89,36,consolidate debt,debt_consolidation,132.66,4000,5.81,755-759,1
1208,3900,5.99,36,Credit Card Loan,credit_card,118.63,3900,4.53,760-764,1
1209,10000,13.49,36,The Last Stand,debt_consolidation,339.31,10000,13.95,670-674,0
1210,17600,20.85,60,Debt Consolidation,debt_consolidation,474.66,17600,8.77,665-669,1
1211,3500,13.72,36,December Loan,home_improvement,119.15,3500,15.58,660-664,0
1212,5750,8,36,Prefer the stability of a fixed rate,credit_card,180.19,5750,2.59,805-809,1
1213,14000,11.99,60,debt con,debt_consolidation,311.36,14000,5.55,710-714,0
1214,17600,8.94,36,Refinance Busines Credit Lines,credit_card,559.18,17600,12.34,780-784,0
1215,12500,9.63,36,No More Credit Card Debt,debt_consolidation,401.18,12500,2.83,750-754,1
1216,10000,20.89,36,Debt Consolidation,debt_consolidation,376.19,10000,4.32,670-674,0
1217,8000,14.96,36,For construction equipment.,major_purchase,277.16,8000,4.46,670-674,0
1218,30600,12.12,60,Home down payment loan,house,682.54,30600,7.03,805-809,1
1219,10600,15.65,60,consolidate bills,debt_consolidation,255.81,10600,22.5,680-684,1
1220,25000,12.12,60,CC Loan,debt_consolidation,557.63,25000,17.11,780-784,0
1221,2200,17.49,60,My loan,major_purchase,55.26,2200,24.78,695-699,1
1222,12000,8.07,36,Loan for Continuing Education,educational,376.43,12000,8.88,780-784,1
1223,4750,14.59,36,Major Purchase,small_business,163.71,4750,11.92,695-699,0
1224,1000,11.89,36,Parent Attend Navy Induction,other,33.17,1000,5.57,695-699,1
1225,2925,10.71,36,Consolidating my credit cards,debt_consolidation,95.36,2925,6.62,680-684,1
1226,12000,15.23,60,Home Improvement,home_improvement,286.93,12000,8.39,710-714,1
1227,17000,11.14,36,I am requesting a Consolidation Loan.,debt_consolidation,557.66,17000,6.65,760-764,0
1228,35000,14.54,60,Startup Loan,small_business,824.23,35000,13.73,755-759,0
1229,7400,7.51,36,Xia's debt consolidation Loan,debt_consolidation,230.23,7400,11.12,735-739,0
1230,5000,7.88,60,Personal,other,101.1,5000,5.91,770-774,1
1231,4750,13.85,36,New Start,other,162,4750,11.64,675-679,0
1232,5000,12.41,36,Credit card rate too high!,credit_card,167.06,5000,23.88,675-679,0
1233,5000,19.47,36,New Way Yoga and meditation,small_business,184.49,5000,1.78,665-669,0
1234,10000,12.62,60,School,debt_consolidation,225.6,10000,8.29,735-739,1
1235,6000,15.37,36,Complete garage floor/doors,home_improvement,209.08,6000,3.3,705-709,1
1236,6000,10.99,60,Wedding Loan,wedding,130.43,6000,8.27,775-779,1
1237,8000,20.9,60,Amy's Relief,debt_consolidation,215.98,8000,20.4,670-674,0
1238,12000,12.53,36,personal,debt_consolidation,401.6,12000,18.89,700-704,1
1239,10200,17.88,60,Refinancing loan,other,258.35,10200,18.48,665-669,0
1240,8050,11.11,60,Relief Assistance,debt_consolidation,175.47,8050,20.19,705-709,0
1241,8000,11.46,36,Tavern Capital,debt_consolidation,263.66,8000,21.72,695-699,0
1242,12000,10.37,36,Lot Purchase,major_purchase,389.3,12000,6.76,750-754,1
1243,10000,19.41,60,Get it Paid off!!!,debt_consolidation,261.67,10000,12.53,675-679,0
1244,8400,10.74,36,Home Improvement,home_improvement,273.98,8400,18.93,700-704,1
1245,25000,16.32,36,Consolidation,debt_consolidation,882.89,25000,22.48,685-689,0
1246,5000,9.88,36,pay of credit card,debt_consolidation,161.06,5000,14.34,715-719,0
1247,7500,11.59,36,Buying inventory to expand business,other,247.65,7500,13.91,690-694,1
1248,24000,9.76,36,Credit Consolodation,credit_card,771.72,24000,20.02,725-729,1
1249,20000,13.11,60,Credit Card Consolidation,debt_consolidation,456.19,20000,19.93,755-759,1
1250,2400,7.9,36,CC Refinance,credit_card,75.1,2400,14.73,715-719,1
